isocntry,lgbt_rights,age,lgbt_friends,religion,discrim_percep,sastisfaction,discrim_exp,online_activism,antidiscrim_eff,left_right,marital,gender,education,occupation,urban,mobile,fin_hardship,internet,social_class,voice_country,opinion_leader,interview_size,cooperation,min_ethnic,min_skin,min_religion,min_sexual,min_roma,w1,lgbt_power,gdp_pc,free_expr,polarisation,hate_speech,educ_equality
DE,1,56,1,3,2,2,0,0,7,2,2,0,3,2,3,1,3,1,3,1,2,1,1,0,0,0,0,0,0.9019,2.152,100.56,0.962,-0.708,0.556,2.639
DE,1,21,1,13,3,1,0,0,6,5,2,0,4,8,3,1,3,1,3,2,2,1,1,0,0,0,0,0,0.651,2.152,100.56,0.962,-0.708,0.556,2.639
DE,1,55,1,13,3,2,0,0,10,3,2,1,3,1,3,1,3,1,4,1,2,1,1,0,0,0,1,0,0.6022,2.152,100.56,0.962,-0.708,0.556,2.639
DE,5,54,0,4,2,1,0,0,8,5,2,1,2,7,1,1,3,6,1,2,3,1,1,0,0,0,0,0,0.6919,2.152,100.56,0.962,-0.708,0.556,2.639
DE,2,74,0,4,3,1,0,0,5,5,2,1,3,7,1,1,3,2,3,1,3,2,1,0,0,0,0,0,0.3365,2.152,100.56,0.962,-0.708,0.556,2.639
DE,1,55,0,4,3,1,0,0,5,5,2,0,2,3,1,1,3,2,3,1,3,1,2,0,0,0,0,0,0.5383,2.152,100.56,0.962,-0.708,0.556,2.639
DE,5,36,0,4,3,2,0,0,5,5,2,0,3,1,1,1,3,1,3,1,3,1,1,0,0,0,0,0,0.8101,2.152,100.56,0.962,-0.708,0.556,2.639
DE,1,62,1,13,3,1,0,0,4,5,2,0,1,2,1,1,3,1,4,1,2,1,1,0,0,0,0,0,0.9478,2.152,100.56,0.962,-0.708,0.556,2.639
DE,2,64,1,1,3,1,0,0,6,3,2,1,3,2,3,1,3,2,3,2,2,1,1,0,0,0,0,0,1.2045,2.152,100.56,0.962,-0.708,0.556,2.639
DE,1,68,1,1,4,1,0,0,5,3,2,0,1,7,3,1,3,3,3,1,4,2,1,0,0,0,0,0,1.7266,2.152,100.56,0.962,-0.708,0.556,2.639
DE,1,35,1,14,1,2,0,1,5,1,1,0,3,7,3,1,2,6,2,2,2,1,1,0,0,0,0,0,0.6595,2.152,100.56,0.962,-0.708,0.556,2.639
DE,1,40,1,1,4,1,0,0,2,98,2,0,2,5,1,1,3,1,3,1,4,1,1,0,0,0,0,0,1.267,2.152,100.56,0.962,-0.708,0.556,2.639
DE,1,65,0,1,2,1,0,0,8,5,2,0,2,7,1,1,3,1,3,1,2,2,1,0,0,0,0,0,1.1097,2.152,100.56,0.962,-0.708,0.556,2.639
DE,1,70,0,1,2,1,0,0,4,6,2,1,2,7,1,1,3,2,3,1,4,1,1,0,0,0,0,0,0.3365,2.152,100.56,0.962,-0.708,0.556,2.639
DE,1,61,1,1,1,1,0,1,8,4,2,0,3,1,1,1,3,1,3,1,2,1,1,0,0,0,0,0,0.5528,2.152,100.56,0.962,-0.708,0.556,2.639
DE,2,65,1,13,3,1,0,0,4,4,2,1,3,7,2,1,3,1,3,1,3,1,1,0,0,0,0,0,0.3365,2.152,100.56,0.962,-0.708,0.556,2.639
DE,1,56,1,1,6,1,0,0,5,6,2,0,3,5,2,1,3,3,4,1,2,1,1,0,0,0,0,0,0.9403,2.152,100.56,0.962,-0.708,0.556,2.639
DE,1,36,1,1,3,1,0,0,5,4,2,0,3,3,1,1,3,1,3,2,2,1,1,0,0,0,0,0,1.4186,2.152,100.56,0.962,-0.708,0.556,2.639
DE,5,69,0,1,3,1,0,0,6,5,2,1,2,7,1,1,3,1,3,1,2,1,1,0,0,0,0,0,0.7729,2.152,100.56,0.962,-0.708,0.556,2.639
DE,2,45,0,2,3,3,0,0,12,97,3,1,2,3,2,1,2,1,2,2,2,1,2,1,0,0,0,0,1.4445,2.152,100.56,0.962,-0.708,0.556,2.639
DE,1,49,0,2,3,3,0,0,6,5,3,1,3,4,2,1,2,1,2,2,2,1,2,1,0,0,0,0,1.4445,2.152,100.56,0.962,-0.708,0.556,2.639
DE,1,33,1,2,5,1,0,0,8,6,2,0,2,4,3,1,3,1,3,2,2,1,1,1,0,1,0,0,0.8564,2.152,100.56,0.962,-0.708,0.556,2.639
DE,1,52,1,3,2,2,0,0,3,4,2,0,3,1,1,1,3,1,3,2,2,1,1,0,0,0,0,0,0.8234,2.152,100.56,0.962,-0.708,0.556,2.639
DE,1,41,1,2,1,1,0,0,1,5,2,0,2,5,1,1,3,1,3,2,3,1,1,0,0,0,0,0,1.6467,2.152,100.56,0.962,-0.708,0.556,2.639
DE,1,60,0,2,2,2,0,0,3,5,2,0,2,4,1,1,3,1,1,2,3,1,1,0,0,0,0,0,0.5383,2.152,100.56,0.962,-0.708,0.556,2.639
DE,1,60,1,2,2,1,0,0,7,5,2,1,2,7,1,1,3,1,3,1,2,1,1,0,0,0,0,0,0.7336,2.152,100.56,0.962,-0.708,0.556,2.639
DE,1,22,1,13,1,2,0,0,4,5,2,0,8,4,3,1,3,1,3,1,2,1,1,0,0,0,0,0,1.302,2.152,100.56,0.962,-0.708,0.556,2.639
DE,1,23,1,3,3,2,0,0,5,4,1,0,4,8,2,1,2,1,3,2,2,1,1,0,0,0,0,0,0.3488,2.152,100.56,0.962,-0.708,0.556,2.639
DE,1,52,1,14,3,1,0,0,6,3,3,0,2,4,2,1,2,1,1,1,2,1,1,0,0,0,0,0,2.7002,2.152,100.56,0.962,-0.708,0.556,2.639
DE,1,30,0,2,3,2,0,1,8,6,2,1,3,3,3,1,3,1,3,1,2,2,1,1,0,0,0,0,0.8651,2.152,100.56,0.962,-0.708,0.556,2.639
DE,1,18,1,3,1,1,0,1,5,4,5,0,4,8,2,1,7,1,4,1,4,1,1,0,0,0,1,0,2.8016,2.152,100.56,0.962,-0.708,0.556,2.639
DE,2,63,0,3,2,1,0,0,3,7,2,0,1,5,2,1,3,6,3,1,4,1,1,0,0,1,0,0,1.458,2.152,100.56,0.962,-0.708,0.556,2.639
DE,2,86,0,1,3,2,0,0,3,5,2,1,2,7,2,1,3,6,3,2,3,1,2,0,0,0,0,0,0.3365,2.152,100.56,0.962,-0.708,0.556,2.639
DE,2,84,1,1,4,2,0,0,12,5,2,1,1,7,2,1,3,5,3,1,3,1,1,0,0,0,0,0,0.3365,2.152,100.56,0.962,-0.708,0.556,2.639
DE,1,74,1,1,3,2,0,0,8,4,2,1,3,7,2,1,3,1,3,1,2,1,1,0,0,0,0,0,0.7729,2.152,100.56,0.962,-0.708,0.556,2.639
DE,1,38,1,14,3,1,0,0,7,5,2,1,2,2,2,1,3,1,3,1,3,1,1,0,0,0,0,0,1.7916,2.152,100.56,0.962,-0.708,0.556,2.639
DE,1,66,0,3,3,1,0,0,8,7,2,0,1,5,1,1,3,1,4,2,2,1,1,0,0,0,0,0,2.307,2.152,100.56,0.962,-0.708,0.556,2.639
DE,3,69,1,3,3,1,0,0,8,6,2,1,3,7,2,1,3,1,3,3,2,1,1,0,0,0,0,0,0.7729,2.152,100.56,0.962,-0.708,0.556,2.639
DE,2,79,0,14,2,2,0,0,4,5,2,1,1,7,2,1,3,6,3,1,3,1,1,0,0,0,0,0,0.7729,2.152,100.56,0.962,-0.708,0.556,2.639
DE,3,84,0,1,3,1,0,0,6,5,2,1,2,7,2,1,3,1,4,1,2,1,1,0,0,0,0,0,0.7729,2.152,100.56,0.962,-0.708,0.556,2.639
DE,1,58,1,13,2,2,0,0,5,5,2,0,2,4,2,1,3,1,2,1,3,1,1,0,0,0,0,0,1.2341,2.152,100.56,0.962,-0.708,0.556,2.639
DE,2,71,0,3,3,1,0,0,6,5,2,1,3,7,1,1,3,6,4,1,1,1,1,0,0,0,0,0,0.3365,2.152,100.56,0.962,-0.708,0.556,2.639
DE,1,71,0,3,3,1,0,0,5,7,2,1,3,7,1,1,3,1,3,1,2,1,1,0,0,0,0,0,0.3365,2.152,100.56,0.962,-0.708,0.556,2.639
DE,1,70,1,1,6,1,0,0,12,8,4,0,1,7,2,1,3,6,2,1,4,1,2,0,0,0,0,0,0.9271,2.152,100.56,0.962,-0.708,0.556,2.639
DE,1,67,0,3,2,1,0,0,8,4,2,1,1,7,2,1,3,6,3,1,4,2,2,0,0,0,0,0,0.5916,2.152,100.56,0.962,-0.708,0.556,2.639
DE,5,64,0,4,6,2,0,0,6,6,4,0,2,4,2,1,3,6,2,1,3,1,3,0,0,0,0,0,0.486,2.152,100.56,0.962,-0.708,0.556,2.639
DE,1,30,0,1,4,2,0,0,8,98,2,0,2,5,2,1,3,1,9,4,2,2,3,0,0,0,0,0,1.4186,2.152,100.56,0.962,-0.708,0.556,2.639
DE,1,25,1,13,3,1,0,1,11,3,2,0,4,8,3,1,3,1,2,2,1,1,1,0,0,0,0,0,1.319,2.152,100.56,0.962,-0.708,0.556,2.639
DE,1,70,1,4,4,2,0,0,3,5,2,0,3,7,2,1,3,1,3,1,3,1,1,0,0,0,0,0,0.8716,2.152,100.56,0.962,-0.708,0.556,2.639
DE,5,45,1,3,2,1,0,0,2,5,2,1,2,2,1,1,3,1,3,1,3,1,1,0,0,0,0,0,2.7928,2.152,100.56,0.962,-0.708,0.556,2.639
DE,1,19,0,1,3,1,0,0,11,3,1,0,2,6,1,1,3,1,4,1,3,1,1,0,0,0,0,0,1.288,2.152,100.56,0.962,-0.708,0.556,2.639
DE,2,54,0,3,3,2,0,0,11,5,2,1,2,1,1,1,3,1,2,2,1,1,1,0,0,0,0,0,1.1171,2.152,100.56,0.962,-0.708,0.556,2.639
DE,1,53,1,1,2,2,0,0,4,5,2,1,3,1,1,1,3,1,3,2,3,1,1,0,0,0,0,0,1.6757,2.152,100.56,0.962,-0.708,0.556,2.639
DE,1,40,0,13,3,1,0,0,3,5,2,1,3,2,2,1,3,1,3,1,1,1,1,0,0,0,0,0,1.1171,2.152,100.56,0.962,-0.708,0.556,2.639
DE,1,68,0,3,5,2,0,0,12,5,2,1,3,7,1,1,3,7,3,1,3,1,1,0,0,0,0,0,0.3365,2.152,100.56,0.962,-0.708,0.556,2.639
DE,1,66,1,15,3,2,0,0,5,3,2,1,3,7,2,1,3,5,3,1,1,1,1,0,0,0,0,0,0.3365,2.152,100.56,0.962,-0.708,0.556,2.639
DE,1,39,1,7,2,2,0,0,2,5,2,0,3,2,2,1,3,1,4,1,3,1,1,0,0,1,0,0,1.319,2.152,100.56,0.962,-0.708,0.556,2.639
DE,1,64,1,3,2,1,0,0,6,2,2,1,2,7,2,1,3,1,4,1,1,2,1,0,0,0,0,0,1.2045,2.152,100.56,0.962,-0.708,0.556,2.639
DE,1,53,1,3,1,1,0,0,3,3,2,0,2,3,2,1,3,1,3,2,3,1,1,0,0,0,0,0,1.3366,2.152,100.56,0.962,-0.708,0.556,2.639
DE,1,18,1,13,2,2,0,0,4,5,1,0,4,8,3,1,3,1,3,3,3,3,1,0,0,0,0,0,2.6041,2.152,100.56,0.962,-0.708,0.556,2.639
DE,1,32,1,3,3,2,0,0,7,1,2,0,3,3,3,1,3,1,2,2,3,1,1,0,0,0,0,0,1.319,2.152,100.56,0.962,-0.708,0.556,2.639
DE,1,54,1,1,3,1,0,1,3,3,2,0,3,3,2,1,3,1,2,1,1,1,1,0,0,0,0,0,2.7022,2.152,100.56,0.962,-0.708,0.556,2.639
DE,1,52,1,1,3,2,0,0,3,4,2,1,3,2,1,1,3,1,3,1,2,1,1,0,0,0,0,0,2.889,2.152,100.56,0.962,-0.708,0.556,2.639
DE,2,71,0,1,3,2,0,1,8,5,2,1,3,7,2,1,3,1,3,1,2,1,2,0,0,1,0,0,0.3365,2.152,100.56,0.962,-0.708,0.556,2.639
DE,2,76,1,4,3,2,0,0,6,5,2,1,3,1,2,1,3,1,3,1,4,1,1,0,0,0,0,0,0.3365,2.152,100.56,0.962,-0.708,0.556,2.639
DE,1,59,1,4,2,2,0,0,3,4,2,1,3,7,2,1,3,1,3,1,3,1,2,0,0,0,0,0,0.8826,2.152,100.56,0.962,-0.708,0.556,2.639
DE,1,38,1,13,2,2,0,0,7,5,2,1,3,3,2,1,3,1,4,1,2,1,1,0,0,0,0,0,0.6588,2.152,100.56,0.962,-0.708,0.556,2.639
DE,1,49,1,13,2,1,0,0,11,6,2,0,2,5,2,1,3,1,4,1,3,1,2,0,0,0,0,0,0.9914,2.152,100.56,0.962,-0.708,0.556,2.639
DE,1,73,0,1,3,1,0,0,5,5,2,1,1,7,1,1,3,1,2,1,2,1,1,0,0,0,0,0,0.4242,2.152,100.56,0.962,-0.708,0.556,2.639
DE,1,60,1,13,3,2,0,0,8,3,3,1,2,2,1,1,3,1,3,2,2,1,1,0,0,0,0,0,1.4521,2.152,100.56,0.962,-0.708,0.556,2.639
DE,3,61,1,3,3,2,0,0,5,5,2,1,3,7,1,1,3,1,3,2,3,1,1,0,0,0,0,0,1.4521,2.152,100.56,0.962,-0.708,0.556,2.639
DE,1,37,1,1,3,1,0,0,5,5,2,0,3,3,1,1,3,1,3,1,3,1,1,0,0,0,0,0,1.0641,2.152,100.56,0.962,-0.708,0.556,2.639
DE,1,71,0,1,2,2,0,1,5,5,4,0,1,7,1,1,3,1,3,3,2,1,1,0,0,0,0,0,0.7029,2.152,100.56,0.962,-0.708,0.556,2.639
DE,1,77,1,3,2,1,0,0,5,5,2,1,1,7,1,0,3,6,3,1,2,1,1,0,0,0,0,0,0.4242,2.152,100.56,0.962,-0.708,0.556,2.639
DE,1,27,1,13,3,2,0,0,5,1,2,0,8,3,2,1,3,1,3,4,2,1,1,0,0,0,0,0,1.487,2.152,100.56,0.962,-0.708,0.556,2.639
DE,1,22,0,1,3,2,0,1,4,5,1,1,2,4,2,1,3,1,1,3,3,1,1,0,0,0,0,0,2.1502,2.152,100.56,0.962,-0.708,0.556,2.639
DE,1,45,1,3,3,2,0,0,8,4,2,0,3,5,2,1,3,1,4,1,1,1,1,0,0,0,0,0,1.8015,2.152,100.56,0.962,-0.708,0.556,2.639
DE,2,59,1,3,4,2,0,0,12,5,4,0,3,4,2,1,2,1,2,6,2,1,2,0,0,0,0,0,1.2341,2.152,100.56,0.962,-0.708,0.556,2.639
DE,2,60,0,12,2,2,0,0,4,3,3,1,3,1,3,1,3,1,3,2,2,1,1,0,0,0,0,0,0.6022,2.152,100.56,0.962,-0.708,0.556,2.639
DE,1,70,0,1,5,3,0,0,6,8,3,1,3,7,1,1,2,1,3,2,2,1,1,1,0,0,0,0,0.3864,2.152,100.56,0.962,-0.708,0.556,2.639
DE,1,69,1,13,4,1,0,0,9,4,2,1,3,7,2,1,3,2,4,1,2,1,1,0,0,0,0,0,0.3365,2.152,100.56,0.962,-0.708,0.556,2.639
DE,5,75,0,3,3,2,0,0,4,4,2,1,3,7,2,0,3,6,3,2,3,1,1,0,0,0,0,0,0.3365,2.152,100.56,0.962,-0.708,0.556,2.639
DE,1,72,1,3,3,2,0,0,5,5,2,1,3,7,2,1,3,1,3,3,3,1,1,0,0,0,0,0,0.3365,2.152,100.56,0.962,-0.708,0.556,2.639
DE,1,20,1,1,3,2,0,0,5,5,2,0,4,8,2,1,3,1,3,1,3,1,2,0,0,0,0,0,2.6308,2.152,100.56,0.962,-0.708,0.556,2.639
DE,1,27,0,1,2,2,0,0,10,4,1,0,2,3,2,1,3,1,3,2,2,1,2,0,0,0,0,0,1.3353,2.152,100.56,0.962,-0.708,0.556,2.639
DE,1,57,1,1,3,2,0,0,6,6,3,0,3,2,2,1,3,1,3,1,4,1,1,0,0,0,0,0,0.9385,2.152,100.56,0.962,-0.708,0.556,2.639
DE,1,27,1,7,2,2,0,0,4,7,1,1,2,6,2,1,3,1,2,6,3,1,2,0,0,0,0,0,1.3422,2.152,100.56,0.962,-0.708,0.556,2.639
DE,1,20,1,1,1,2,0,0,3,5,2,0,4,8,2,1,3,1,3,2,2,1,1,0,0,0,0,0,0.6612,2.152,100.56,0.962,-0.708,0.556,2.639
DE,1,20,1,3,2,2,0,0,6,4,1,1,4,8,2,1,3,1,4,2,2,1,1,0,0,0,0,0,0.3365,2.152,100.56,0.962,-0.708,0.556,2.639
DE,1,26,1,1,3,2,0,0,8,4,1,1,8,3,2,1,3,1,3,1,2,1,1,0,0,0,0,0,0.3381,2.152,100.56,0.962,-0.708,0.556,2.639
DE,1,53,1,13,2,2,0,0,3,4,1,1,3,1,2,1,3,1,3,1,1,1,1,0,0,0,0,0,0.5726,2.152,100.56,0.962,-0.708,0.556,2.639
DE,1,61,0,1,3,2,0,0,12,6,2,1,2,7,2,1,3,1,1,2,2,1,1,0,0,0,0,0,0.6041,2.152,100.56,0.962,-0.708,0.556,2.639
DE,1,76,0,1,4,1,0,0,4,8,2,1,2,7,1,1,3,2,3,1,2,1,1,0,0,0,0,0,0.3365,2.152,100.56,0.962,-0.708,0.556,2.639
DE,3,54,0,13,1,1,0,0,12,97,1,1,2,4,2,1,2,2,1,4,1,1,2,0,0,0,0,0,1.1677,2.152,100.56,0.962,-0.708,0.556,2.639
DE,1,79,0,1,2,2,0,0,6,3,4,1,1,7,2,1,3,6,3,2,2,1,1,0,0,0,0,0,0.5916,2.152,100.56,0.962,-0.708,0.556,2.639
DE,1,36,1,1,3,1,0,0,7,98,2,0,2,5,2,1,3,1,3,2,2,3,1,0,0,0,0,0,1.4186,2.152,100.56,0.962,-0.708,0.556,2.639
DE,1,36,0,1,4,1,0,0,8,1,2,1,2,4,2,1,3,1,3,1,2,1,1,0,0,0,0,0,1.4308,2.152,100.56,0.962,-0.708,0.556,2.639
DE,1,28,1,1,2,1,0,0,8,2,1,1,2,2,2,1,3,1,3,1,2,1,1,0,0,0,0,0,2.1462,2.152,100.56,0.962,-0.708,0.556,2.639
DE,1,39,1,3,2,2,0,0,9,2,2,1,2,1,2,1,3,1,3,1,1,1,1,0,0,0,0,0,1.4308,2.152,100.56,0.962,-0.708,0.556,2.639
DE,3,64,0,1,2,1,0,0,6,97,2,0,2,4,2,1,3,6,2,4,3,1,2,0,0,0,0,0,0.486,2.152,100.56,0.962,-0.708,0.556,2.639
DE,1,89,0,1,3,1,0,0,9,98,2,0,1,7,2,0,3,6,3,1,2,1,2,0,0,0,0,0,1.8543,2.152,100.56,0.962,-0.708,0.556,2.639
DE,3,68,0,1,3,2,0,0,6,8,2,0,2,7,1,1,3,2,3,1,3,1,2,0,0,0,0,0,0.7616,2.152,100.56,0.962,-0.708,0.556,2.639
DE,1,68,0,3,4,2,0,0,4,5,2,0,2,7,1,1,3,1,3,1,2,1,1,0,0,0,0,0,1.811,2.152,100.56,0.962,-0.708,0.556,2.639
DE,2,29,0,1,2,2,0,0,6,5,2,1,2,4,1,1,3,1,3,2,2,1,2,0,0,0,0,0,0.571,2.152,100.56,0.962,-0.708,0.556,2.639
DE,1,69,0,3,3,1,0,0,5,4,2,1,1,7,1,1,3,1,3,1,3,1,1,0,0,0,0,0,0.577,2.152,100.56,0.962,-0.708,0.556,2.639
DE,2,27,1,3,2,2,0,0,6,3,2,0,2,2,1,1,3,1,3,2,3,1,2,0,0,0,0,0,0.5596,2.152,100.56,0.962,-0.708,0.556,2.639
DE,4,79,0,2,2,1,0,0,3,7,2,1,1,7,1,1,3,6,1,2,2,1,2,0,0,0,0,0,0.3365,2.152,100.56,0.962,-0.708,0.556,2.639
DE,1,66,1,3,2,1,0,0,5,5,1,0,3,7,2,1,3,6,3,2,4,1,1,0,0,0,0,0,0.9055,2.152,100.56,0.962,-0.708,0.556,2.639
DE,5,17,0,8,5,2,0,0,12,98,1,1,1,4,1,1,2,1,1,6,4,2,3,1,0,0,0,0,3.0301,2.152,100.56,0.962,-0.708,0.556,2.639
DE,2,28,1,3,3,2,0,0,7,4,2,0,2,2,1,1,3,1,3,1,3,1,2,0,0,0,0,0,0.5596,2.152,100.56,0.962,-0.708,0.556,2.639
DE,1,71,0,13,2,1,0,0,3,6,3,0,3,7,2,1,3,6,2,3,2,1,1,0,0,0,0,0,0.8633,2.152,100.56,0.962,-0.708,0.556,2.639
DE,2,76,0,1,4,1,0,0,8,8,2,0,1,7,1,1,3,6,4,1,4,1,3,0,0,0,0,0,0.4167,2.152,100.56,0.962,-0.708,0.556,2.639
DE,1,46,0,1,4,1,0,0,4,4,2,0,2,3,1,1,3,1,3,1,3,1,1,0,0,0,0,0,0.4552,2.152,100.56,0.962,-0.708,0.556,2.639
DE,2,63,0,1,5,1,0,0,5,5,2,0,3,5,1,1,3,6,3,1,1,1,1,0,0,0,0,0,0.972,2.152,100.56,0.962,-0.708,0.556,2.639
DE,1,67,1,1,6,1,0,0,3,3,2,0,2,7,1,1,3,1,3,1,4,2,1,0,0,0,0,0,1.1097,2.152,100.56,0.962,-0.708,0.556,2.639
DE,1,65,0,1,4,1,0,0,6,5,2,1,1,7,1,1,3,6,3,1,4,1,1,0,0,0,0,0,0.47,2.152,100.56,0.962,-0.708,0.556,2.639
DE,1,67,1,1,4,1,0,0,6,4,2,1,3,7,1,1,3,6,3,1,2,1,1,0,0,0,0,0,0.3365,2.152,100.56,0.962,-0.708,0.556,2.639
DE,1,65,1,13,6,1,0,0,4,4,2,1,3,7,1,1,7,3,3,1,3,2,1,0,0,0,0,0,0.3365,2.152,100.56,0.962,-0.708,0.556,2.639
DE,1,72,1,4,2,1,0,0,4,5,3,0,3,7,1,1,3,6,3,1,2,1,1,0,0,0,0,0,1.1097,2.152,100.56,0.962,-0.708,0.556,2.639
DE,1,64,0,13,4,2,0,0,5,5,3,1,3,3,2,1,3,1,3,1,2,1,1,0,0,0,0,0,0.816,2.152,100.56,0.962,-0.708,0.556,2.639
DE,2,57,1,14,2,3,0,0,5,5,3,0,2,4,2,1,1,1,1,1,4,1,1,0,0,0,0,0,0.617,2.152,100.56,0.962,-0.708,0.556,2.639
DE,1,37,0,13,2,4,0,0,4,5,3,0,3,6,2,1,1,1,1,2,4,1,1,0,0,0,0,0,0.8901,2.152,100.56,0.962,-0.708,0.556,2.639
DE,2,50,0,3,4,2,0,0,7,5,1,1,3,4,2,1,2,1,2,1,2,1,1,0,0,0,0,0,3.0588,2.152,100.56,0.962,-0.708,0.556,2.639
DE,1,49,1,12,2,2,0,0,6,1,2,1,3,4,1,1,3,1,3,3,2,1,1,0,0,0,0,0,3.0588,2.152,100.56,0.962,-0.708,0.556,2.639
DE,1,21,1,13,2,2,0,1,5,2,1,1,4,8,1,1,3,1,3,1,2,1,1,0,0,0,0,0,2.8669,2.152,100.56,0.962,-0.708,0.556,2.639
DE,1,19,1,13,3,2,0,0,4,4,1,1,2,4,1,1,3,1,4,2,2,1,1,0,0,0,0,0,2.8669,2.152,100.56,0.962,-0.708,0.556,2.639
DE,2,73,1,1,2,1,0,0,6,7,2,1,2,7,1,1,3,1,3,1,2,1,1,0,0,0,0,0,0.7729,2.152,100.56,0.962,-0.708,0.556,2.639
DE,2,26,0,15,1,3,0,0,1,97,1,1,1,4,1,1,1,1,1,6,4,1,1,0,0,0,0,0,0.8958,2.152,100.56,0.962,-0.708,0.556,2.639
DE,2,62,0,3,4,3,0,0,12,5,3,0,1,7,3,1,2,6,3,2,3,1,2,0,0,0,0,0,0.3365,2.152,100.56,0.962,-0.708,0.556,2.639
DE,1,20,1,13,3,1,0,0,3,2,1,1,4,8,3,1,3,1,3,2,2,1,1,0,0,0,0,0,0.3365,2.152,100.56,0.962,-0.708,0.556,2.639
DE,3,27,0,7,4,2,0,0,2,6,2,1,2,3,2,1,3,1,2,3,3,1,2,0,0,0,0,0,1.3302,2.152,100.56,0.962,-0.708,0.556,2.639
DE,1,69,1,1,2,2,0,0,1,5,2,1,3,7,2,1,3,6,2,2,2,1,1,0,0,0,0,0,0.5485,2.152,100.56,0.962,-0.708,0.556,2.639
DE,1,62,0,1,6,2,0,0,8,97,2,0,3,1,2,1,3,1,3,1,3,1,1,0,0,0,0,0,0.362,2.152,100.56,0.962,-0.708,0.556,2.639
DE,1,32,0,3,6,1,0,0,8,5,2,1,3,4,2,1,3,1,3,1,2,1,1,0,0,0,0,0,0.571,2.152,100.56,0.962,-0.708,0.556,2.639
DE,1,79,0,3,6,1,0,0,6,5,2,1,3,7,2,1,3,1,4,1,2,2,1,0,0,0,0,0,0.3365,2.152,100.56,0.962,-0.708,0.556,2.639
DE,2,52,1,1,3,2,0,0,12,7,2,1,3,7,2,1,3,6,3,1,2,1,1,0,0,0,0,0,0.9849,2.152,100.56,0.962,-0.708,0.556,2.639
DE,5,80,0,1,4,2,0,0,6,5,2,1,2,7,2,0,3,6,1,2,3,1,3,0,0,0,0,0,0.7729,2.152,100.56,0.962,-0.708,0.556,2.639
DE,1,70,0,1,2,1,0,0,5,5,2,1,1,7,2,1,2,1,1,1,2,1,1,0,0,0,0,0,0.3365,2.152,100.56,0.962,-0.708,0.556,2.639
DE,1,31,0,1,4,2,0,0,8,7,2,1,3,3,1,1,3,1,3,2,2,1,1,0,0,0,0,0,1.613,2.152,100.56,0.962,-0.708,0.556,2.639
DE,1,67,0,14,3,1,0,0,10,5,2,1,1,7,1,1,3,1,3,1,2,1,1,0,0,0,0,0,0.4242,2.152,100.56,0.962,-0.708,0.556,2.639
DE,1,42,1,3,1,2,0,0,3,4,2,0,3,3,2,1,3,1,3,1,2,1,1,0,0,0,0,0,1.0797,2.152,100.56,0.962,-0.708,0.556,2.639
DE,1,60,1,3,2,1,0,0,6,4,2,0,1,3,2,1,3,1,2,1,2,1,1,0,0,0,0,0,0.7184,2.152,100.56,0.962,-0.708,0.556,2.639
DE,5,43,0,1,3,1,0,0,5,5,2,0,1,3,1,1,2,2,1,1,2,1,1,0,0,0,0,0,1.267,2.152,100.56,0.962,-0.708,0.556,2.639
DE,1,66,1,1,2,2,0,0,7,3,2,1,3,7,1,1,3,1,1,2,2,1,1,0,0,0,0,0,0.3365,2.152,100.56,0.962,-0.708,0.556,2.639
DE,1,59,1,1,3,2,0,1,5,3,2,1,1,4,1,1,3,5,1,1,2,2,1,0,0,0,0,0,0.7527,2.152,100.56,0.962,-0.708,0.556,2.639
DE,1,62,1,1,4,1,0,0,5,6,2,1,1,3,1,1,3,1,2,2,2,1,1,0,0,0,0,0,0.7527,2.152,100.56,0.962,-0.708,0.556,2.639
DE,3,84,0,1,3,2,0,0,12,6,2,1,2,7,1,0,3,6,3,1,4,2,2,0,0,0,0,0,0.3365,2.152,100.56,0.962,-0.708,0.556,2.639
DE,1,65,1,3,2,1,0,0,3,5,2,1,3,7,1,1,3,1,4,1,2,1,1,0,0,0,0,0,0.4242,2.152,100.56,0.962,-0.708,0.556,2.639
DE,1,21,1,1,3,2,0,0,6,3,1,1,2,4,1,1,3,1,3,1,4,1,1,0,0,0,0,0,1.2639,2.152,100.56,0.962,-0.708,0.556,2.639
DE,1,54,1,1,4,2,0,0,5,6,2,0,2,2,1,1,3,1,3,3,2,1,2,0,0,0,0,0,2.6992,2.152,100.56,0.962,-0.708,0.556,2.639
DE,1,77,0,3,4,1,0,0,7,5,2,1,3,7,1,1,3,1,4,2,2,1,1,0,0,0,0,0,0.4242,2.152,100.56,0.962,-0.708,0.556,2.639
DE,4,89,0,3,6,1,0,0,12,10,4,0,1,7,2,0,3,6,1,1,2,1,3,0,0,0,0,0,1.7133,2.152,100.56,0.962,-0.708,0.556,2.639
DE,3,25,0,13,4,1,1,1,7,1,1,1,3,2,3,1,2,4,4,3,2,1,1,0,0,0,0,1,0.6588,2.152,100.56,0.962,-0.708,0.556,2.639
DE,3,24,1,7,3,2,0,0,6,4,1,1,4,8,2,1,3,1,1,2,3,1,2,0,1,1,0,0,0.7628,2.152,100.56,0.962,-0.708,0.556,2.639
DE,1,71,1,1,2,2,0,0,5,5,2,1,1,7,3,1,3,2,2,1,3,1,1,0,0,0,0,0,0.5485,2.152,100.56,0.962,-0.708,0.556,2.639
