isocntry,lgbt_rights,age,lgbt_friends,religion,discrim_percep,sastisfaction,discrim_exp,online_activism,antidiscrim_eff,left_right,marital,gender,education,occupation,urban,mobile,fin_hardship,internet,social_class,voice_country,opinion_leader,interview_size,cooperation,min_ethnic,min_skin,min_religion,min_sexual,min_roma,w1,lgbt_power,gdp_pc,free_expr,polarisation,hate_speech,educ_equality
BE,1,63,1,12,2,2,0,1,7,5,4,1,1,4,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0.8036,2.384,96.77,0.973,-1.717,0.364,2.52
BE,1,64,1,1,3,1,0,0,7,7,2,1,3,7,2,1,3,1,3,2,2,1,1,0,0,0,0,0,0.8036,2.384,96.77,0.973,-1.717,0.364,2.52
BE,1,64,1,13,1,2,0,0,4,4,4,0,2,7,2,1,2,2,2,3,2,1,1,0,0,0,0,0,0.6459,2.384,96.77,0.973,-1.717,0.364,2.52
BE,1,70,1,12,2,1,0,0,1,1,2,1,3,7,3,1,3,1,3,3,1,1,2,0,0,0,0,0,0.5808,2.384,96.77,0.973,-1.717,0.364,2.52
BE,1,65,1,13,2,2,0,0,6,6,4,1,1,7,3,1,1,1,1,2,3,1,2,0,0,0,0,0,0.5808,2.384,96.77,0.973,-1.717,0.364,2.52
BE,1,57,1,1,4,2,0,0,8,7,2,0,3,3,2,1,3,1,3,3,2,1,1,0,0,0,0,0,0.6459,2.384,96.77,0.973,-1.717,0.364,2.52
BE,2,55,0,1,2,2,0,0,6,5,2,0,3,6,1,1,2,1,3,2,2,1,1,1,1,1,1,1,0.6459,2.384,96.77,0.973,-1.717,0.364,2.52
BE,1,63,1,12,1,2,0,0,8,2,3,0,2,7,3,1,3,1,3,4,4,1,2,0,0,0,0,0,0.6459,2.384,96.77,0.973,-1.717,0.364,2.52
BE,1,23,0,1,3,1,0,0,4,7,1,1,4,8,2,1,3,1,3,3,1,1,2,0,0,0,0,0,0.8291,2.384,96.77,0.973,-1.717,0.364,2.52
BE,1,23,1,13,2,1,1,1,5,3,1,0,4,8,3,1,3,1,4,1,2,1,1,0,0,0,1,0,0.8802,2.384,96.77,0.973,-1.717,0.364,2.52
BE,2,65,1,13,2,2,0,0,6,5,2,1,2,7,1,1,3,1,2,3,3,1,2,0,0,0,0,0,0.5808,2.384,96.77,0.973,-1.717,0.364,2.52
BE,2,67,1,1,2,2,0,0,6,7,3,1,1,7,3,1,3,6,2,2,2,1,2,0,0,0,0,0,0.5808,2.384,96.77,0.973,-1.717,0.364,2.52
BE,1,66,1,1,1,1,0,0,4,6,4,0,3,7,3,1,1,1,3,2,2,1,1,0,0,0,0,0,1.0093,2.384,96.77,0.973,-1.717,0.364,2.52
BE,1,55,1,13,3,2,0,1,5,1,2,1,3,2,3,1,3,1,3,3,2,1,1,0,0,0,0,0,0.427,2.384,96.77,0.973,-1.717,0.364,2.52
BE,1,29,1,1,2,2,0,0,8,6,2,1,3,3,3,1,3,1,3,2,2,1,1,0,0,0,0,0,0.6728,2.384,96.77,0.973,-1.717,0.364,2.52
BE,1,24,1,1,3,1,0,0,6,3,1,0,4,8,2,1,3,1,3,2,2,1,1,0,0,0,0,0,0.4709,2.384,96.77,0.973,-1.717,0.364,2.52
BE,1,36,1,13,2,2,0,0,6,2,2,0,3,6,2,1,3,2,3,2,2,1,1,0,0,0,0,0,0.5557,2.384,96.77,0.973,-1.717,0.364,2.52
BE,2,67,1,1,1,1,0,0,5,1,2,0,3,7,1,1,3,1,3,1,2,2,1,0,0,0,0,0,0.5464,2.384,96.77,0.973,-1.717,0.364,2.52
BE,2,85,0,1,3,3,0,0,5,5,4,0,3,7,1,1,3,6,3,3,4,1,2,0,0,0,0,0,0.5464,2.384,96.77,0.973,-1.717,0.364,2.52
BE,1,17,1,13,2,1,0,0,6,7,2,1,4,8,2,1,3,1,3,1,2,1,1,0,0,0,0,0,0.4422,2.384,96.77,0.973,-1.717,0.364,2.52
BE,1,49,1,13,3,1,0,0,8,8,2,1,3,2,3,1,3,1,4,3,2,1,1,0,0,0,0,0,0.5537,2.384,96.77,0.973,-1.717,0.364,2.52
BE,1,54,1,1,1,1,0,0,8,4,2,0,3,3,2,1,3,1,3,2,3,1,1,0,0,0,0,0,0.5593,2.384,96.77,0.973,-1.717,0.364,2.52
BE,1,43,1,12,1,2,0,0,4,6,2,0,3,1,3,1,2,1,3,1,1,1,1,0,0,0,0,0,0.5593,2.384,96.77,0.973,-1.717,0.364,2.52
BE,2,39,1,13,2,2,0,0,9,5,2,0,3,5,3,1,3,1,3,2,1,1,1,0,0,0,0,0,0.5557,2.384,96.77,0.973,-1.717,0.364,2.52
BE,2,75,0,1,2,2,0,0,8,3,2,1,2,7,3,1,3,2,3,3,4,1,1,0,0,0,0,0,0.4008,2.384,96.77,0.973,-1.717,0.364,2.52
BE,2,64,1,1,2,1,0,0,5,5,1,1,3,7,3,1,3,1,1,2,2,1,1,0,0,0,0,0,0.5579,2.384,96.77,0.973,-1.717,0.364,2.52
BE,4,67,1,13,1,2,0,0,5,10,3,0,2,7,3,1,2,1,3,3,2,1,1,0,0,0,0,0,0.7041,2.384,96.77,0.973,-1.717,0.364,2.52
BE,1,38,1,13,2,3,0,1,1,1,1,0,3,7,3,1,3,3,1,4,1,1,1,1,1,1,0,0,0.7164,2.384,96.77,0.973,-1.717,0.364,2.52
BE,1,54,0,1,4,2,0,0,7,6,3,1,3,3,3,1,3,1,3,1,4,1,1,0,0,0,0,0,0.7129,2.384,96.77,0.973,-1.717,0.364,2.52
BE,2,73,0,13,2,1,0,0,7,3,4,0,2,7,3,1,3,1,3,2,2,1,1,0,0,0,0,0,0.7041,2.384,96.77,0.973,-1.717,0.364,2.52
BE,1,52,1,12,3,2,0,0,6,7,3,0,2,7,3,1,1,1,1,4,3,1,1,0,0,0,0,0,0.7198,2.384,96.77,0.973,-1.717,0.364,2.52
BE,1,63,1,13,1,2,0,0,3,3,1,0,3,7,2,1,3,6,2,2,2,1,1,0,0,0,0,0,0.4464,2.384,96.77,0.973,-1.717,0.364,2.52
BE,1,53,1,13,2,2,0,1,6,1,2,0,3,1,2,1,3,1,3,2,2,1,2,0,0,0,0,0,0.4926,2.384,96.77,0.973,-1.717,0.364,2.52
BE,2,81,0,1,2,2,0,0,5,5,4,0,2,7,2,1,3,7,1,3,4,1,3,0,0,0,0,0,0.4809,2.384,96.77,0.973,-1.717,0.364,2.52
BE,3,41,0,8,3,2,0,0,6,98,2,1,2,4,2,1,2,1,2,3,3,1,2,0,1,0,0,0,0.4875,2.384,96.77,0.973,-1.717,0.364,2.52
BE,1,61,1,1,2,1,0,0,5,6,4,0,2,7,2,1,3,1,2,3,2,1,2,0,0,0,0,0,0.33,2.384,96.77,0.973,-1.717,0.364,2.52
BE,2,47,1,1,2,2,0,1,5,6,2,0,2,4,2,1,3,1,1,2,3,1,2,0,0,0,0,0,0.4926,2.384,96.77,0.973,-1.717,0.364,2.52
BE,2,84,0,1,2,2,0,0,7,5,4,1,2,7,2,1,3,5,3,2,3,1,2,0,0,0,0,0,0.33,2.384,96.77,0.973,-1.717,0.364,2.52
BE,2,76,1,1,2,1,0,0,3,5,2,1,1,7,2,1,3,2,1,4,4,1,2,0,0,0,0,0,0.33,2.384,96.77,0.973,-1.717,0.364,2.52
BE,2,83,0,1,3,2,0,0,8,7,2,1,2,7,3,1,3,1,3,2,2,1,2,0,0,0,0,0,0.33,2.384,96.77,0.973,-1.717,0.364,2.52
BE,1,71,0,12,2,2,0,0,7,5,2,1,2,7,2,1,3,1,3,2,2,1,2,0,0,0,0,0,0.33,2.384,96.77,0.973,-1.717,0.364,2.52
BE,2,72,0,1,3,1,0,0,5,4,2,1,2,7,2,1,3,1,1,3,4,1,2,0,0,0,0,0,0.33,2.384,96.77,0.973,-1.717,0.364,2.52
BE,2,84,0,1,2,2,0,0,7,6,2,1,3,7,2,1,3,7,3,2,3,1,2,0,0,0,0,0,0.33,2.384,96.77,0.973,-1.717,0.364,2.52
BE,2,75,0,1,3,1,0,0,5,5,2,1,3,7,2,1,3,1,3,1,4,1,2,0,0,0,0,0,0.33,2.384,96.77,0.973,-1.717,0.364,2.52
BE,1,79,0,1,5,1,0,0,5,5,2,0,3,7,2,1,3,6,3,1,4,1,3,0,0,0,0,0,0.4809,2.384,96.77,0.973,-1.717,0.364,2.52
BE,4,36,1,1,2,1,0,0,4,8,3,1,2,1,2,1,2,1,2,4,2,1,2,0,0,0,0,0,0.5968,2.384,96.77,0.973,-1.717,0.364,2.52
BE,2,25,0,14,4,2,0,0,5,5,1,1,3,3,2,1,3,1,3,3,3,1,1,1,0,0,0,0,0.5968,2.384,96.77,0.973,-1.717,0.364,2.52
BE,1,86,0,14,1,1,0,0,12,7,3,1,3,7,1,1,3,6,3,3,4,2,2,0,0,0,0,0,0.33,2.384,96.77,0.973,-1.717,0.364,2.52
BE,1,42,1,13,1,1,0,0,1,1,2,0,3,7,3,1,1,1,1,4,1,2,1,0,0,0,0,0,0.4926,2.384,96.77,0.973,-1.717,0.364,2.52
BE,1,62,1,8,1,1,0,1,1,1,1,1,1,4,2,1,1,1,3,4,3,1,1,0,0,0,0,0,0.3719,2.384,96.77,0.973,-1.717,0.364,2.52
BE,3,47,0,7,4,1,0,0,10,1,2,1,3,1,2,1,2,7,1,4,2,2,3,0,0,0,0,0,0.4875,2.384,96.77,0.973,-1.717,0.364,2.52
BE,1,41,1,13,3,2,0,0,1,6,3,1,2,6,2,1,1,1,1,3,2,1,2,0,0,0,0,0,0.4875,2.384,96.77,0.973,-1.717,0.364,2.52
BE,1,38,1,10,1,2,0,0,1,3,1,0,2,7,2,0,3,7,1,3,4,1,2,0,0,0,0,0,0.4887,2.384,96.77,0.973,-1.717,0.364,2.52
BE,1,47,1,13,2,1,0,0,4,3,3,0,3,3,1,1,2,1,4,1,2,1,1,0,0,0,0,0,1.8772,2.384,96.77,0.973,-1.717,0.364,2.52
BE,2,79,0,1,4,1,0,0,5,5,4,1,2,7,1,1,3,6,1,2,3,1,2,0,0,0,0,0,1.1096,2.384,96.77,0.973,-1.717,0.364,2.52
BE,1,78,1,1,2,1,0,0,5,3,2,1,3,7,1,1,3,6,3,2,2,1,1,0,0,0,0,0,1.1096,2.384,96.77,0.973,-1.717,0.364,2.52
BE,1,70,1,1,3,1,0,0,5,5,2,1,3,7,1,1,3,1,4,2,1,1,1,0,0,0,0,0,1.1096,2.384,96.77,0.973,-1.717,0.364,2.52
BE,1,60,1,13,2,1,0,0,3,5,2,1,3,3,1,1,3,6,4,1,2,1,1,0,0,0,0,0,1.4906,2.384,96.77,0.973,-1.717,0.364,2.52
BE,1,60,1,13,3,2,0,0,7,5,3,0,3,6,1,1,2,2,3,2,2,1,1,0,0,0,0,0,1.221,2.384,96.77,0.973,-1.717,0.364,2.52
BE,1,70,1,1,3,1,0,0,6,8,2,1,3,7,1,1,3,1,3,2,2,1,1,0,0,0,0,0,1.1096,2.384,96.77,0.973,-1.717,0.364,2.52
BE,1,81,1,13,3,2,0,0,4,7,2,1,2,2,1,1,3,6,3,2,3,2,1,0,0,0,0,0,1.1096,2.384,96.77,0.973,-1.717,0.364,2.52
BE,1,18,1,7,3,1,0,0,6,6,2,1,4,8,1,1,3,1,5,2,2,1,1,1,0,0,0,0,1.5317,2.384,96.77,0.973,-1.717,0.364,2.52
BE,1,60,0,1,3,1,0,0,5,8,2,0,2,5,1,1,3,1,3,2,3,1,1,0,0,0,0,0,1.221,2.384,96.77,0.973,-1.717,0.364,2.52
BE,1,62,1,1,2,1,0,0,5,5,2,1,3,7,1,1,3,2,3,3,2,1,1,0,0,0,0,0,1.4906,2.384,96.77,0.973,-1.717,0.364,2.52
BE,1,18,1,12,3,1,0,0,7,6,2,1,4,8,1,1,2,1,3,4,2,1,1,0,0,0,0,0,1.5317,2.384,96.77,0.973,-1.717,0.364,2.52
BE,1,39,1,12,3,1,0,0,2,3,2,0,3,2,1,1,3,1,4,3,2,1,1,0,0,0,0,0,1.8711,2.384,96.77,0.973,-1.717,0.364,2.52
BE,1,74,0,13,2,3,0,0,8,7,1,1,3,7,1,1,3,1,4,3,2,1,1,0,0,0,0,0,1.1096,2.384,96.77,0.973,-1.717,0.364,2.52
BE,1,16,1,13,2,2,0,1,8,5,2,1,4,8,1,1,3,1,3,6,2,1,1,0,0,0,0,0,1.5317,2.384,96.77,0.973,-1.717,0.364,2.52
BE,1,20,1,12,3,2,0,1,6,5,5,1,4,8,1,1,3,1,3,2,2,1,1,0,0,0,0,0,1.5317,2.384,96.77,0.973,-1.717,0.364,2.52
BE,1,46,1,13,2,2,0,0,7,3,2,0,3,2,1,1,3,1,3,2,2,1,1,0,0,0,0,0,1.8772,2.384,96.77,0.973,-1.717,0.364,2.52
BE,1,50,1,1,3,2,0,0,1,10,1,1,2,3,1,1,3,1,3,4,3,1,1,0,0,0,0,0,1.8599,2.384,96.77,0.973,-1.717,0.364,2.52
BE,1,63,0,1,1,1,0,0,5,7,2,0,2,1,1,1,3,6,2,3,4,1,1,0,0,0,0,0,1.221,2.384,96.77,0.973,-1.717,0.364,2.52
BE,1,57,1,1,1,1,0,0,7,1,2,1,2,4,1,1,3,1,3,2,3,1,1,0,0,0,0,0,1.4906,2.384,96.77,0.973,-1.717,0.364,2.52
BE,1,31,1,13,2,1,0,0,5,5,2,0,3,3,1,1,3,1,3,2,2,1,1,0,0,0,0,0,1.8711,2.384,96.77,0.973,-1.717,0.364,2.52
BE,2,61,0,1,1,2,0,0,5,8,2,1,2,1,1,1,3,6,3,3,4,2,1,0,0,0,0,0,1.4906,2.384,96.77,0.973,-1.717,0.364,2.52
BE,2,52,1,1,1,2,0,0,7,5,2,0,2,1,1,1,2,1,2,1,3,1,1,0,1,0,0,0,1.8772,2.384,96.77,0.973,-1.717,0.364,2.52
BE,1,62,1,1,4,2,0,0,5,8,2,1,1,7,1,1,3,5,1,3,4,2,1,0,0,0,0,0,1.4906,2.384,96.77,0.973,-1.717,0.364,2.52
BE,2,34,1,1,3,2,0,0,6,5,2,0,3,3,1,1,3,1,3,2,2,1,1,0,0,0,0,0,1.8711,2.384,96.77,0.973,-1.717,0.364,2.52
BE,1,66,1,1,2,2,0,1,4,6,2,0,1,7,1,1,3,1,3,2,2,2,1,0,0,0,0,0,1.8401,2.384,96.77,0.973,-1.717,0.364,2.52
BE,1,58,1,13,1,2,0,0,11,98,2,0,2,3,1,1,3,2,3,4,4,1,1,0,0,0,0,0,1.221,2.384,96.77,0.973,-1.717,0.364,2.52
BE,1,27,0,4,3,2,0,0,7,5,1,1,2,4,1,1,3,1,3,2,3,1,1,0,0,1,0,0,2.1976,2.384,96.77,0.973,-1.717,0.364,2.52
BE,1,56,1,4,2,1,0,0,12,5,2,0,2,3,1,1,3,1,3,2,2,1,1,0,0,0,0,0,1.221,2.384,96.77,0.973,-1.717,0.364,2.52
BE,1,65,1,1,4,1,0,0,5,5,2,1,3,7,1,1,3,6,3,1,2,2,1,0,0,0,0,0,1.1096,2.384,96.77,0.973,-1.717,0.364,2.52
BE,2,46,1,1,2,2,0,0,6,5,2,1,3,2,1,1,3,1,3,3,2,2,1,0,0,0,0,0,1.8599,2.384,96.77,0.973,-1.717,0.364,2.52
BE,1,57,1,12,3,1,0,0,7,5,2,0,3,7,1,1,3,1,4,2,1,2,1,0,0,0,0,0,1.221,2.384,96.77,0.973,-1.717,0.364,2.52
BE,1,60,1,1,2,2,0,0,6,6,2,1,2,7,1,1,3,2,3,2,3,1,1,0,0,0,0,0,1.4906,2.384,96.77,0.973,-1.717,0.364,2.52
BE,3,36,0,1,4,2,0,0,6,5,2,1,2,4,1,0,2,6,1,3,3,1,3,0,0,0,0,0,2.238,2.384,96.77,0.973,-1.717,0.364,2.52
BE,2,79,0,1,3,2,0,0,6,9,4,0,3,7,1,1,3,6,2,2,4,1,2,0,0,0,0,0,1.8858,2.384,96.77,0.973,-1.717,0.364,2.52
BE,1,81,1,1,2,2,0,0,7,7,4,0,3,7,1,0,3,6,3,1,4,1,2,0,0,0,0,0,1.8858,2.384,96.77,0.973,-1.717,0.364,2.52
BE,2,66,0,1,3,2,0,0,7,5,2,0,3,7,1,1,3,1,2,1,4,1,2,0,0,0,0,0,1.8858,2.384,96.77,0.973,-1.717,0.364,2.52
BE,1,37,0,1,2,1,0,0,5,8,3,0,3,4,1,1,3,1,1,1,3,1,2,0,0,0,0,0,1.9185,2.384,96.77,0.973,-1.717,0.364,2.52
BE,1,48,0,8,1,3,0,0,7,4,1,1,2,6,1,1,1,1,1,2,4,1,3,0,0,0,0,0,1.9053,2.384,96.77,0.973,-1.717,0.364,2.52
BE,2,56,1,13,4,3,0,0,7,10,1,0,2,6,2,1,3,1,1,4,2,1,1,0,0,0,0,0,1.2717,2.384,96.77,0.973,-1.717,0.364,2.52
BE,1,23,1,12,1,2,0,1,1,1,5,1,4,8,2,1,1,1,2,4,2,1,1,0,0,0,0,0,1.5781,2.384,96.77,0.973,-1.717,0.364,2.52
BE,1,29,1,13,2,2,0,0,5,3,2,0,3,2,2,1,3,1,3,3,2,1,1,0,0,0,0,0,1.9185,2.384,96.77,0.973,-1.717,0.364,2.52
BE,1,57,1,14,3,3,0,0,1,6,1,0,2,3,3,1,1,1,2,4,3,1,2,1,0,1,0,0,1.2717,2.384,96.77,0.973,-1.717,0.364,2.52
BE,1,70,1,13,3,2,0,0,7,8,2,1,3,7,3,1,3,1,3,2,3,1,2,0,1,0,1,0,1.1614,2.384,96.77,0.973,-1.717,0.364,2.52
BE,1,37,0,1,1,3,0,0,6,7,2,0,2,3,2,1,2,1,2,2,3,1,1,0,0,0,0,0,1.9185,2.384,96.77,0.973,-1.717,0.364,2.52
BE,4,79,1,1,3,2,0,0,5,10,3,1,2,7,2,1,3,1,3,1,2,1,1,0,0,0,0,0,1.1614,2.384,96.77,0.973,-1.717,0.364,2.52
BE,2,59,1,1,3,2,0,0,6,5,2,0,2,5,1,1,2,1,1,4,3,1,2,0,0,0,0,0,1.2717,2.384,96.77,0.973,-1.717,0.364,2.52
BE,1,57,1,1,2,3,0,0,6,10,4,1,2,6,3,1,1,3,1,4,2,1,1,0,0,0,0,0,1.5392,2.384,96.77,0.973,-1.717,0.364,2.52
BE,1,46,1,1,2,2,0,1,7,4,2,0,3,4,1,1,3,1,3,3,2,1,1,0,0,0,0,0,1.9227,2.384,96.77,0.973,-1.717,0.364,2.52
BE,2,57,1,1,3,2,0,0,7,8,2,0,3,1,1,1,3,2,2,4,3,1,1,0,0,0,0,0,1.2717,2.384,96.77,0.973,-1.717,0.364,2.52
BE,1,66,0,1,4,2,0,0,8,5,1,0,2,7,1,1,3,6,3,2,3,1,1,0,0,0,0,0,1.8858,2.384,96.77,0.973,-1.717,0.364,2.52
BE,1,66,0,1,3,1,0,0,5,5,2,0,2,5,1,1,3,6,3,2,2,1,1,0,0,0,0,0,1.8858,2.384,96.77,0.973,-1.717,0.364,2.52
BE,1,86,1,1,4,3,0,0,8,5,4,0,2,7,1,1,2,6,1,3,3,1,2,0,0,0,0,0,1.8858,2.384,96.77,0.973,-1.717,0.364,2.52
BE,1,37,1,13,2,3,0,0,6,5,2,1,3,4,1,1,2,1,3,3,4,1,1,0,0,0,0,0,2.238,2.384,96.77,0.973,-1.717,0.364,2.52
BE,1,37,1,13,4,2,0,0,7,7,2,1,2,3,1,1,2,1,2,2,2,1,1,0,0,0,0,0,2.238,2.384,96.77,0.973,-1.717,0.364,2.52
BE,1,56,1,13,4,2,0,0,9,4,1,1,3,4,1,1,3,1,3,4,2,1,1,0,0,0,0,0,1.5392,2.384,96.77,0.973,-1.717,0.364,2.52
BE,1,81,0,1,3,1,0,0,5,7,2,1,2,7,1,1,3,1,3,4,4,2,1,0,0,0,0,0,1.1614,2.384,96.77,0.973,-1.717,0.364,2.52
BE,1,77,0,1,3,2,0,0,3,5,4,0,1,7,1,1,2,6,1,2,3,1,2,0,0,0,0,0,1.8858,2.384,96.77,0.973,-1.717,0.364,2.52
BE,1,47,1,13,3,2,0,0,5,7,2,1,2,4,1,1,3,1,3,3,2,2,1,0,0,0,0,0,1.9053,2.384,96.77,0.973,-1.717,0.364,2.52
BE,1,71,0,1,3,2,0,0,9,6,2,1,2,7,1,1,3,6,3,2,3,2,1,0,0,0,0,0,1.1614,2.384,96.77,0.973,-1.717,0.364,2.52
BE,1,62,1,13,2,2,0,0,6,1,3,1,3,7,1,1,3,1,2,1,2,1,1,0,0,0,0,0,1.5392,2.384,96.77,0.973,-1.717,0.364,2.52
BE,1,63,0,1,3,2,0,0,7,5,2,0,1,7,1,1,2,6,1,1,4,1,3,0,0,0,0,0,1.2717,2.384,96.77,0.973,-1.717,0.364,2.52
BE,4,80,0,8,4,2,0,0,5,1,2,1,1,7,1,1,3,6,1,2,4,1,2,0,0,0,0,0,1.1614,2.384,96.77,0.973,-1.717,0.364,2.52
BE,2,44,0,1,2,2,0,0,5,4,1,1,2,4,1,1,3,1,1,2,4,1,2,0,0,0,0,0,1.9053,2.384,96.77,0.973,-1.717,0.364,2.52
BE,2,17,0,6,2,2,0,0,7,6,2,0,4,8,2,1,3,1,3,3,4,1,1,1,0,0,1,0,0.9007,2.384,96.77,0.973,-1.717,0.364,2.52
BE,2,63,0,1,2,2,0,0,11,8,2,1,2,7,2,1,3,7,2,4,4,1,1,0,0,0,0,0,0.8234,2.384,96.77,0.973,-1.717,0.364,2.52
BE,3,71,0,1,2,2,0,0,3,8,4,1,2,7,2,0,3,7,3,3,4,1,1,0,0,0,0,0,0.5981,2.384,96.77,0.973,-1.717,0.364,2.52
BE,3,48,1,1,3,2,0,0,4,7,2,0,3,4,2,1,3,1,3,4,4,1,1,1,0,1,0,0,1.0545,2.384,96.77,0.973,-1.717,0.364,2.52
BE,1,24,1,1,2,2,0,0,8,7,2,0,3,3,2,1,2,1,3,1,4,1,1,0,0,0,0,0,0.9007,2.384,96.77,0.973,-1.717,0.364,2.52
BE,2,39,0,6,3,2,0,1,7,7,2,0,3,4,2,1,3,1,2,2,4,1,1,1,0,0,0,0,1.0499,2.384,96.77,0.973,-1.717,0.364,2.52
BE,2,44,1,1,2,2,0,0,8,3,2,1,3,1,2,1,3,1,3,3,4,1,1,0,0,1,1,0,1.0445,2.384,96.77,0.973,-1.717,0.364,2.52
BE,3,23,0,6,3,2,0,0,6,4,2,1,3,4,2,1,3,1,3,2,3,1,1,1,0,0,0,0,0.8485,2.384,96.77,0.973,-1.717,0.364,2.52
BE,1,33,0,1,3,2,0,0,7,5,2,1,3,3,2,1,3,1,3,3,4,1,1,0,0,0,0,0,1.2492,2.384,96.77,0.973,-1.717,0.364,2.52
BE,2,62,0,1,3,2,0,0,8,3,2,1,2,7,2,1,3,7,3,2,3,1,1,0,0,0,0,0,0.8234,2.384,96.77,0.973,-1.717,0.364,2.52
BE,2,47,0,6,3,2,0,0,6,4,2,1,2,4,2,1,3,2,2,3,4,1,1,0,0,1,0,0,1.0445,2.384,96.77,0.973,-1.717,0.364,2.52
BE,4,39,0,1,2,2,0,1,9,8,2,1,3,3,2,1,3,1,3,3,3,1,1,0,0,0,0,0,1.2492,2.384,96.77,0.973,-1.717,0.364,2.52
BE,1,84,0,1,3,1,0,0,6,5,2,0,1,7,1,1,3,7,1,3,3,2,3,0,0,0,0,0,1.0321,2.384,96.77,0.973,-1.717,0.364,2.52
BE,3,40,1,1,3,2,0,0,7,8,2,1,3,4,1,1,3,1,3,3,3,1,1,0,0,0,0,0,1.0445,2.384,96.77,0.973,-1.717,0.364,2.52
BE,1,64,1,13,3,2,0,0,7,6,2,0,2,6,1,1,3,2,2,2,4,1,2,0,0,0,0,0,0.6637,2.384,96.77,0.973,-1.717,0.364,2.52
BE,1,75,1,13,1,1,0,0,5,6,2,1,3,7,1,1,3,2,5,2,3,2,1,0,0,0,0,0,0.5981,2.384,96.77,0.973,-1.717,0.364,2.52
BE,2,80,0,1,2,2,0,0,6,10,2,1,2,7,1,1,3,7,4,2,2,2,1,0,0,0,0,0,0.5981,2.384,96.77,0.973,-1.717,0.364,2.52
BE,1,42,1,13,3,2,0,0,6,3,2,0,3,2,2,1,3,1,3,2,2,3,1,0,0,0,0,0,1.0545,2.384,96.77,0.973,-1.717,0.364,2.52
BE,2,55,1,1,3,1,0,0,7,6,2,1,2,7,2,1,2,2,1,2,2,2,2,0,0,0,0,0,0.8234,2.384,96.77,0.973,-1.717,0.364,2.52
BE,2,64,0,1,3,2,0,0,6,6,3,1,2,7,2,1,3,1,3,3,4,1,1,0,0,0,0,0,0.8234,2.384,96.77,0.973,-1.717,0.364,2.52
BE,1,62,0,13,3,2,0,0,4,6,2,1,2,1,1,1,3,1,3,1,3,1,1,0,0,0,0,0,0.8234,2.384,96.77,0.973,-1.717,0.364,2.52
BE,2,81,0,1,2,2,0,0,5,5,2,1,1,7,1,1,3,6,1,3,3,2,1,0,0,0,0,0,0.5981,2.384,96.77,0.973,-1.717,0.364,2.52
BE,1,58,0,1,3,1,0,0,5,4,2,0,3,3,1,1,3,1,3,2,4,1,2,0,0,0,0,0,0.6637,2.384,96.77,0.973,-1.717,0.364,2.52
BE,1,72,0,1,3,2,0,0,6,5,2,1,3,7,1,1,3,1,4,1,4,1,2,0,0,0,0,0,0.5981,2.384,96.77,0.973,-1.717,0.364,2.52
BE,1,69,0,1,3,1,0,0,4,4,2,0,3,7,1,1,2,1,3,2,3,1,2,0,0,0,0,0,1.0321,2.384,96.77,0.973,-1.717,0.364,2.52
BE,1,68,1,13,3,1,0,0,4,5,2,1,3,7,1,1,3,1,3,1,3,1,1,0,0,0,0,0,0.5981,2.384,96.77,0.973,-1.717,0.364,2.52
BE,2,54,1,4,3,2,0,1,7,5,1,0,2,6,1,1,2,1,2,2,2,1,1,0,0,0,0,0,1.0545,2.384,96.77,0.973,-1.717,0.364,2.52
BE,2,76,1,1,2,2,0,0,5,5,2,1,3,7,1,1,3,1,2,2,2,1,1,0,0,0,0,0,0.5981,2.384,96.77,0.973,-1.717,0.364,2.52
BE,1,19,1,13,2,2,0,0,7,7,1,0,4,8,1,1,3,1,3,2,1,1,1,0,0,0,0,0,0.9007,2.384,96.77,0.973,-1.717,0.364,2.52
BE,1,37,1,1,1,2,0,0,7,5,2,0,3,2,1,1,3,1,3,2,3,3,1,0,0,0,0,0,1.0499,2.384,96.77,0.973,-1.717,0.364,2.52
BE,1,70,1,13,3,1,0,0,4,10,2,1,3,7,1,1,3,1,3,1,3,1,1,0,0,0,0,0,0.5981,2.384,96.77,0.973,-1.717,0.364,2.52
BE,1,83,0,1,2,2,0,0,6,9,2,1,2,7,1,1,3,6,2,1,3,1,1,0,0,0,0,0,0.5981,2.384,96.77,0.973,-1.717,0.364,2.52
BE,1,82,0,1,4,2,0,0,8,8,4,0,1,3,1,0,3,6,3,1,2,1,2,0,0,0,0,0,1.0321,2.384,96.77,0.973,-1.717,0.364,2.52
BE,1,67,1,1,1,1,0,0,5,5,4,0,2,7,1,1,3,6,3,1,1,1,1,0,0,0,0,0,1.0321,2.384,96.77,0.973,-1.717,0.364,2.52
BE,1,71,0,1,3,1,0,0,3,4,2,1,2,7,1,1,3,1,2,2,3,2,1,0,0,0,0,0,0.5981,2.384,96.77,0.973,-1.717,0.364,2.52
BE,1,64,1,13,2,3,0,0,7,6,3,1,2,7,1,1,3,6,1,3,4,1,1,0,0,0,0,0,0.8234,2.384,96.77,0.973,-1.717,0.364,2.52
BE,1,66,1,1,2,1,0,0,5,10,2,1,2,7,1,1,3,5,1,3,2,1,1,0,0,0,0,0,0.5981,2.384,96.77,0.973,-1.717,0.364,2.52
BE,1,61,0,10,2,2,0,0,3,1,3,1,3,3,1,1,3,1,2,3,2,1,1,0,0,0,0,0,0.8234,2.384,96.77,0.973,-1.717,0.364,2.52
